Date and Time,"Lentz Public Health Floor 1, OAU 12-01, OA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, OAU 12-01, EA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Flow Local (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Local (Units: CFM)","Lentz Public Health Floor 1, OAU 12-01, OA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, OA Flow Pgain, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Pgain, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan_Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Fan Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Filter Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Filter Staus","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Fire_Alarm Shutdown","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Supply Fan Status, Present Value","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Return Fan Status, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Unit Enable BAS","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure Reset","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure Reset"
3/15/2016 23:31,0.863,0.549,69.695,58.396,7011.921,5489.803,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/15/2016 23:41,0.862,0.554,69.695,58.499,7008.547,5516.651,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/15/2016 23:51,0.862,0.554,69.695,58.456,6989.673,5517.4,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:01,0.865,0.55,69.654,58.439,7002.627,5492.969,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:11,0.868,0.552,69.445,58.398,7015.529,5502.429,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:21,0.852,0.546,69.445,58.398,6987.446,5472.45,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:31,0.857,0.55,69.772,58.498,6993.665,5493.24,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:41,0.864,0.551,69.843,58.445,7028.969,5484.589,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 0:51,0.864,0.552,69.843,58.445,6999.908,5497.452,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:01,0.869,0.549,69.787,58.323,7018.177,5491.672,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:11,0.867,0.548,69.735,58.298,7010.652,5501.366,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:21,0.86,0.552,69.735,58.388,6955.688,5504.369,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:31,0.862,0.547,69.782,58.511,6990.938,5455.699,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:41,0.868,0.552,69.835,58.394,7015.093,5504.13,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 1:51,0.873,0.548,69.885,58.394,7033.059,5524.648,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:01,0.867,0.55,69.776,58.426,7008.945,5494.695,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:11,0.862,0.553,69.776,58.432,7004.329,5510.947,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:21,0.858,0.56,69.748,58.326,6976.023,5503.6,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:31,0.871,0.544,69.612,58.283,7027.19,5492.667,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:41,0.861,0.556,69.612,58.431,6985.242,5526.691,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 2:51,0.867,0.549,69.612,58.368,7011.393,5489.142,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:01,0.859,0.545,69.671,58.371,6977.175,5469.695,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:11,0.866,0.551,69.668,58.462,7004.386,5497.544,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:21,0.865,0.551,69.668,58.476,7006.542,5504.935,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:31,0.872,0.548,69.708,58.427,7029.194,5492.3,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:40,0.858,0.55,69.708,58.32,6976.125,5512.213,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 3:51,0.865,0.548,69.672,58.319,7004.768,5514.615,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:01,0.868,0.553,69.548,58.296,7015.464,5510.321,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:11,0.863,0.553,69.531,58.296,7009.021,5515.374,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:21,0.86,0.55,69.531,58.267,6981.787,5493.4,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:31,0.87,0.549,69.531,58.221,6999.579,5500.057,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:41,0.856,0.546,69.531,58.177,6967.033,5477.104,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 4:51,0.862,0.552,69.531,58.195,6989.437,5497.886,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:01,0.869,0.544,69.531,58.147,7017.382,5466.027,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:11,0.865,0.552,69.531,58.22,7003.062,5507.17,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:21,0.865,0.545,69.228,58.165,7014.526,5507.597,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:31,0.863,0.551,69.401,58.108,6994.93,5502.161,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:41,0.864,0.556,69.341,57.92,6998.409,5525.763,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 5:51,0.861,0.553,69.278,57.828,6986.532,5509.666,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:01,0.868,0.553,69.278,57.967,7004.64,5507.958,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:11,0.863,0.551,69.114,58.082,6995.22,5500.926,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:21,0.867,0.552,69.114,58.023,7015.621,5505.694,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:31,0.864,0.55,69.114,57.935,7008.656,5489.338,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:41,0.869,0.552,69.029,58.085,7003.623,5505.886,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 6:51,0.867,0.547,69.018,58.064,7012.48,5480.592,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:01,0.87,0.555,69.018,58.002,6998.207,5507.565,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:11,0.848,0.545,69.452,58.014,6934.345,5470.571,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:21,0.859,0.546,69.439,58.101,7003.503,5507.65,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:31,0.853,0.551,69.439,58.073,6965.541,5498.435,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:41,0.856,0.554,69.457,58.049,6966.062,5517.146,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 7:51,0.867,0.555,69.498,58.003,7018.374,5490.85,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:01,0.861,0.551,69.343,58.003,6987.307,5497.464,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:11,0.873,0.556,69.164,58.047,7034.193,5526.434,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:21,0.857,0.555,68.957,57.925,6970.916,5519.825,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:31,0.874,0.552,68.957,57.951,7041.025,5505.261,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:41,0.86,0.553,68.954,57.836,6983.029,5509.734,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 8:51,0.861,0.55,68.884,57.966,6988.073,5495.559,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 9:01,0.876,0.553,68.931,57.898,7048.007,5509.442,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 9:11,0.856,0.552,68.98,57.861,6975.155,5501.686,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 9:21,0.867,0.546,68.43,57.925,7009.787,5476.662,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 9:31,0.864,0.548,69.136,57.978,6997.941,5484.554,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 9:40,0.852,0.553,68.697,58.06,6950.932,5479.587,1,,,,,,,,,,,,,,,,,,,
3/16/2016 9:51,0.86,0.552,68.957,57.92,6920.105,5506.138,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:01,0.868,0.549,68.899,58.093,7055.895,5513.791,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:11,0.857,0.551,68.535,57.981,6970.917,5500.029,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:21,0.874,0.551,69.06,58.129,7038.229,5493.739,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:31,0.877,0.558,68.143,58.089,7049.937,5532.759,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:41,0.857,0.551,68.879,58.025,6971.267,5501.612,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 10:51,0.907,0.552,68.384,57.963,7169.485,5506.778,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:01,0.867,0.556,69.096,58.051,7010.71,5523.43,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:11,0.857,0.558,69.203,58.047,6949.904,5487.281,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:21,0.856,0.547,68.772,58.037,6966.977,5479.408,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:31,0.847,0.549,68.813,58.03,6928.573,5491.623,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:41,0.849,0.548,68.551,58.015,6937.138,5483.777,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 11:50,0.871,0.553,68.898,58.033,7022.856,5512.07,1,15,0.774,,,,,,,,,,,,,,,,,
3/16/2016 12:01,0.868,0.552,68.87,58.086,7014.9,5505.465,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 12:11,0.878,0.549,68.646,57.994,7037.83,5518.937,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 12:21,0.875,0.547,68.971,57.994,7041.755,5480.314,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 12:31,0.859,0.548,68.714,58.052,6978.016,5486.641,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 12:41,0.869,0.548,68.881,58.074,7020.487,5482.915,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 12:51,0.847,0.553,68.96,58.01,6929.834,5507.535,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:01,0.868,0.546,68.718,58.01,7000.213,5522.83,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:11,0.862,0.548,68.837,58.097,6991.667,5485.932,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:21,0.87,0.552,68.662,58.004,7024.746,5502.94,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:31,0.871,0.554,68.764,58.004,7028.633,5513.125,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:41,0.854,0.553,68.955,57.951,6958.729,5511.869,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 13:51,0.864,0.549,68.488,58.081,6998.397,5489.879,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:01,0.855,0.552,68.826,58.059,6962.337,5481.572,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:11,0.857,0.548,68.514,58.019,6968.462,5483.744,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:21,0.871,0.548,68.807,58.107,7025.233,5486.702,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:31,0.858,0.553,68.8,58.229,6974.072,5511.167,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:41,0.865,0.551,68.662,57.946,7031.405,5498.893,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 14:51,0.869,0.552,68.807,58.118,7017.608,5507.073,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:01,0.858,0.55,68.435,57.913,7007.058,5485.256,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:11,0.874,0.546,68.769,57.934,7039.322,5475.549,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:21,0.85,0.551,68.66,58.04,6940.993,5502.318,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:31,0.87,0.552,68.646,58.062,7033.08,5504.56,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:41,0.87,0.553,68.903,58.039,7023.793,5517.183,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 15:51,0.865,0.546,68.632,57.991,7001.695,5477.293,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:01,0.878,0.548,68.807,58.002,7054.581,5485.762,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:11,0.846,0.55,68.838,58.022,6927.312,5494.796,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:21,0.877,0.548,68.602,57.985,7050.755,5488.229,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:31,0.865,0.552,68.958,57.965,7002.317,5480.896,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:41,0.863,0.549,68.608,58.032,6994.731,5491.439,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 16:51,0.868,0.551,68.785,58.059,7016.621,5497.72,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:01,0.856,0.552,68.604,58.028,6961.306,5506.426,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:11,0.871,0.552,68.5,58.024,7027.08,5473.124,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:21,0.862,0.548,68.68,58.027,6991.192,5504.128,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:31,0.864,0.554,68.545,58.013,7000.665,5513.435,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:41,0.869,0.552,68.841,58.037,7020.035,5504.297,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 17:51,0.856,0.55,68.447,58.037,6967.775,5493.525,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:01,0.87,0.552,68.612,58.039,7023.634,5498.104,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:11,0.861,0.554,68.892,58.064,6985.382,5498.438,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:21,0.874,0.55,68.606,58.031,7038.638,5493.219,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:31,0.87,0.553,68.684,58.036,7021.267,5510.851,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:41,0.859,0.554,68.442,57.978,6977.162,5514.591,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 18:50,0.869,0.551,68.643,58.002,7020.852,5483.98,1,15,0.774,15,7000,5500,,,,,,,,,,,,,,
3/16/2016 19:01,0.856,0.552,68.66,58.118,6979.506,5516.033,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 19:11,0.872,0.551,68.508,58.078,7019.343,5501.723,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 19:21,0.862,0.545,68.721,58.033,6991.726,5469.158,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 19:30,0.856,0.552,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2016 19:41,0.856,0.552,68.506,58.166,6980.191,5506.653,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 19:51,0.868,0.554,68.708,58.048,6999.313,5531.925,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 20:01,0.867,0.549,68.708,58.048,7011.879,5488.718,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 20:11,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 20:21,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 20:31,-0.036,-0.014,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 20:41,-0.035,-0.014,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 20:51,-0.035,-0.014,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:01,-0.036,-0.013,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:11,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:21,-0.036,-0.014,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:31,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:41,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 21:51,-0.036,-0.015,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
3/16/2016 22:01,1.18,0.52,75.728,56.973,8180.017,5343.363,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 22:11,0.873,0.549,69.325,57.943,7035.383,5487.599,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 22:21,0.866,0.549,68.097,58.139,7028.508,5509.002,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 22:31,0.853,0.55,67.953,58.014,6983.653,5481.817,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/16/2016 22:41,0.87,0.55,69.384,58.172,6979.62,5513.906,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
